approveDate,articleID,articleWordCount,commentBody,commentID,commentSequence,commentTitle,commentType,createDate,depth,editorsSelection,inReplyTo,newDesk,parentID,parentUserDisplayName,permID,picURL,printPage,recommendations,recommendedFlag,replyCount,reportAbuseFlag,sectionName,sharing,status,timespeople,trusted,typeOfMaterial,updateDate,userDisplayName,userID,userLocation,userTitle,userURL
1517529369,5a7258e410f40f00018bed7d,835,"I hate to say this about someone I love as much as I love you, Nicholas Kristof, but another reason you are writing this column is that, as a white, straight man, you had a way better shot at the career path you have had to a top spot at the New York Times than might have otherwise been the case.  You are talented, you are committed, you are hard-working...and you are privileged.  I'm only mentioning it because you raised the question about why you are saying this (as opposed to a woman, I suppose), but missed the most obvious answer.  You are saying it because you have enjoyed a lifelong societal privilege that has won you an incredible platform, along with the serious credibility that men get when they are experts, rather than being labeled hysterics or hyenas or whatever.  I'm not saying you don't deserve to be where you are, and I'm glad you're there.  But since you are, it would be useful to unpack this reality for all the men who are completely blind to it.  Since you raised the question.  ",25795612.0,25795612.0,<br/>,comment,1517526853,1.0,False,0,OpEd,0.0,,25795612,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,10,,0,,Unknown,0,approved,1,0,Op-Ed,1517529369,Elizabeth,59733569.0,"Northville, NY",,
1517529369,5a7258e410f40f00018bed7d,835,Yes!  Yet another reason to hold Mr Kristof in the highest esteem.  The dignity of all humans is at stake! ,25794000.0,25794000.0,<br/>,comment,1517519023,1.0,False,0,OpEd,0.0,,25794000,http://graphics8.nytimes.com/images/apps/timespeople/none.png,23,1,,0,,Unknown,0,approved,1,0,Op-Ed,1517529369,Konrad C. King,28300707.0,"New Orleans, LA",,
1517529366,5a7258e410f40f00018bed7d,835,"Courtland Sykes might do well to heed a cautionary tale from NJ where, last January, Atlantic County Freeholder John Carman shared on his Facebook page the following meme:  “Will the women’s protest end in time for them to cook dinner?”  His constituent, Ashley Bennett, took unkindly to Carman's belittling roughly half the people he purported to represent, so she ran for his seat... which is now hers.",25791207.0,25791207.0,<br/>,comment,1517508219,1.0,False,0,OpEd,0.0,,25791207,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/5956/026/cropped-5956026.jpg?0.7564882055969179,23,15,,0,,Unknown,0,approved,1,0,Op-Ed,1517529366,D Price,5956026.0,"Wayne, NJ",,
1517529364,5a7258e410f40f00018bed7d,835,"I used to joke about being a ""Feminazi"". But I stopped. There's something retrograde about these pejoratives, even when they're satirical.<br/><br/>I've always watched the national, political abortion discourse with a mild sense of nausea, because I'm looking at a stage full of men both liberal and conservative talking AT me. They all say ""what these young women need..."", presuming that the WHOLE burden of reproductive health and freedom is a purely one-dimensional problem that they alone have figured out and solved. While they do... NOTHING.<br/><br/>Kristoff is right. Equality is a society-wide concern. But I'm not a she-devil even jokingly. I'm a proponent of freedom and equality, fairness and intellectual discourse. I'm a human being. I'm a patriotic American exercising my rights.<br/><br/>If Sykes wants to speak in that way, and if people want to be okay with that kind of reprehensible language (just because they saw Trump do it, so it might just work)... Well then they need to be shut down only one way. By losing the election. Know this though: we, the progressive, will not make a dent by satirizing this unspeakably offensive language.",25791938.0,25791938.0,<br/>,comment,1517510803,1.0,False,0,OpEd,0.0,,25791938,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,6,,0,,Unknown,0,approved,1,0,Op-Ed,1517529364,NG,56984142.0,"Portland, OR",,
1517529363,5a7258e410f40f00018bed7d,835,"""To be on the right side of history, we should all, men and women alike, stand on the side of the she-devils.""<br/><br/>Amen and Awomen, Mr. Kristof.  Thank you.",25795751.0,25795751.0,<br/>,comment,1517527791,1.0,False,0,OpEd,0.0,,25795751,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,1,,0,,Unknown,1,approved,1,0,Op-Ed,1517529363,JessiePearl,27473667.0,Tennessee,,
1517529361,5a7258e410f40f00018bed7d,835,"While I see no value in Trump I see something more going on with the West.<br/>Here is what I see in the ad hominem attacks on anyone that disagrees with you.   Pure ideology that cannot stand the very existence of its opponent.<br/>Social media is the perfect tool for the advent of a new fascisim whether born of the right or the left.<br/>Think like a progressive or else!  Think like a conservative or else!.<br/>Think like us or die is not far down the road.<br/>Today its a social stoning, tomorrow it will be elimination. ",25794960.0,25794960.0,<br/>,comment,1517523444,1.0,False,0,OpEd,0.0,,25794960,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,2,,0,,Unknown,0,approved,1,0,Op-Ed,1517529361,F,70440932.0,Pennsylvania,,
1517529358,5a7258e410f40f00018bed7d,835,"What is the source of the statistic that says in 1987, only half of Americans believed wife-beating was wrong? I am deeply troubled by this statistic and would like to read further. ",25795951.0,25795951.0,<br/>,comment,1517528899,1.0,False,0,OpEd,0.0,,25795951,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,1,,0,,Unknown,0,approved,1,0,Op-Ed,1517529358,megan,69550442.0,Iowa,,
1517529357,5a7258e410f40f00018bed7d,835,"Good job, sir. I agree one hundred percent. The voice rising from fearful anxious men or their female collaborators cannot put the genie back in the bottle.  Women have found their free voice.  Now let us see what we can do to make htis country and this world  more equitable, charitable and healthy.",25791111.0,25791111.0,<br/>,comment,1517507940,1.0,False,0,OpEd,0.0,,25791111,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,2,,0,,Unknown,0,approved,1,0,Op-Ed,1517529357,mk nelson,75013556.0,"portland, oregon",,
1517517581,5a7258e410f40f00018bed7d,835,Some more encouraging news from flyover country (aka Missouri). We aren't all dinosaurs like Sykes and his predecessor Todd Akin.   Last weekend I was one of the speakers at a all-day training event for progressive women candidates for elected office.  Over 80 women from across the state were in attendance - up from about 18 at a comparable event 2 years ago.  I'd call that progress!,25792373.0,25792373.0,<br/>,comment,1517512596,1.0,False,0,OpEd,0.0,,25792373,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,9,,1,,Unknown,0,approved,1,0,Op-Ed,1517517581,Nancy Nix-Rice,78053109.0,St Louis MO,,
1517517550,5a7258e410f40f00018bed7d,835,"Men are such delicate and fragile creatures; always needing reassurance of our strength and virility and place in the world.<br/>And I am sick and tired of it.<br/>I realize that my wife and I do not see many things in exactly the same way; sometimes I celebrate those differences and sometimes I am just completely baffled.  I can live with that.<br/>I may believe that my ways are best but I hope I am wise enough to leave room for doubts about that.<br/>I hope I also am wise enough to leave room for the idea that maybe her ways are really better.  Let's wait for results so we can see.<br/>Men have had the reins of civilization, economy, and politics for most of the history of humankind.  We have brought the existence of humankind right to the brink with planet degradation and nuclear winter possibilities.  I think it far past time to let our hands be guided by the Mother as well as the Father.",25791740.0,25791740.0,<br/>,comment,1517510033,1.0,False,0,OpEd,0.0,,25791740,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/4212/8569/cropped-42128569.jpg?1173591530237930251,23,11,,0,,Unknown,0,approved,1,0,Op-Ed,1517517550,Bob Laughlin,42128569.0,Denver,,
1517517545,5a7258e410f40f00018bed7d,835,"The comments regarding women, from some conservatives, are simply outdated. This is not an era when the only possibility to work for them is as school teachers. Women are very smart thinkers. They helped put John Glenn in space, to mention just one case.<br/><br/>In addition when a father dies and the orphans need education and support, the best suited is usually their mother. You can see in many photographs of the war in Syria, that many babies or children are being protected by their mothers.<br/><br/>During its war against the Triple Alliance, Paraguay lost almost all its territory. Women were in charge of impeding the total collapse of their country because almost all men died. And they succeeded. Paraguay still exists thanks to its precious women.<br/><br/>Women can do anything. Marie Curry conducted pioneering research on radioactivity. Golda Meir was, by far, better than Netanyahu. Just read history and compare.<br/><br/>Long live women!",25792295.0,25792295.0,<br/>,comment,1517512297,1.0,True,0,OpEd,0.0,,25792295,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,20,,0,,Unknown,1,approved,1,0,Op-Ed,1517517545,M Martinez,8753109.0,Miami,,
1517517544,5a7258e410f40f00018bed7d,835,"Nicholas Kristof writes, “Why is a man writing this column? Frankly, because women’s rights aren’t ‘just a woman’s issue,’ any more than civil rights were ‘just a black issue.’ We all have an interest in a more fair society — and if only women speak up for gender equity, they may be dismissed as shrill ‘hyenas.’”<br/><br/>However, there many differences between the civil rights and the women’s rights struggles, and one major one is this: While the fight for the rights of African-Americans was being waged, there was no question that they were not faring as well as whites in nearly every area, and this certainly included black children (vs. white children); and such is still the case. But it is not the case for women today, especially where boys and girls – who are men and women to be -- are concerned. As Kristof himself noted in a 2010 Times piece, “The Boys Have Fallen Behind,"" “In the United States and other Western countries alike, it is mostly boys who are faltering in school. The latest surveys show that American girls on average have roughly achieved parity with boys in math. Meanwhile, girls are well ahead of boys in verbal skills, and they just seem to try harder.” <br/><br/>Among other data, he noted that young men comprised only 43% of college undergraduates.<br/><br/>Sadly, things have not improved for boys or young men. It’s no backlash to be concerned about this kind of disparity, one which has gone on unabated for well over 20 years.",25791382.0,25791382.0,<br/>,comment,1517508768,1.0,False,0,OpEd,0.0,,25791382,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,7,,0,,Unknown,0,approved,1,0,Op-Ed,1517517544,M. Sherman,3375289.0,"New Paltz, NY",,
1517517534,5a7258e410f40f00018bed7d,835,"Well it's quite clear Claire McCaskill will have no problem dispatching this anachronistic buffoon.  I'd also hint to the fiancee she could do a lot better an not much worse at present (hint: Wake up!).<br/>Trouble is Mr Kristof, when the tables are turned, it doesn't look different.  I spent my last 7 working years under a program manager who hired her 'friends' even though they were minimally qualified and not recommended by committees of her own appointing.  The sword of discrimination cuts both ways, and it was painful to see older, much more qualified candidates bypassed so she could select her running partner in one case.  Two wrongs will never make it right.  ",25791862.0,25791862.0,<br/>,comment,1517510474,1.0,True,0,OpEd,0.0,,25791862,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,13,,0,,Unknown,0,approved,1,0,Op-Ed,1517517534,LaPine,68444410.0,Pacific Northwest,,
1517517531,5a7258e410f40f00018bed7d,835,"Thank you Mr. Kristoff!  You are right, 'women's rights aren't just a woman's issues any more than civil rights were just a black issue'. We should all be equal in the eyes of the law and no gender or color or creed should be demonized.<br/><br/>Sykes is either 'drinking the Kool-aid' or simply looking for his 15 minutes of fame by being outrageous like his role model in the WH. Or, even scarier, he actually believes the claptrap he is selling! Another GOP anachronism who wants to come home to the plantation. He is about 150 years too late.<br/><br/>Trump is a role model for children, NOT having any.",25791918.0,25791918.0,<br/>,comment,1517510722,1.0,False,0,OpEd,0.0,,25791918,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,3,,0,,Unknown,0,approved,1,0,Op-Ed,1517517531,Andrea Landry,79346918.0,"Lynn, MA",,
1517517380,5a7258e410f40f00018bed7d,835,If I were Sykes I'd sign up for some cooking classes.,25791841.0,25791841.0,<br/>,comment,1517510425,1.0,False,0,OpEd,0.0,,25791841,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,12,,0,,Unknown,0,approved,1,0,Op-Ed,1517517380,Bob,65305059.0,Portland,,
1517516491,5a7258e410f40f00018bed7d,835,"Blessings on you from an fellow Oregonian!  We admire your continued stands for women's issues. Clearly we need more men to be involved and supportive of family planning issues as well as our other rights, and thanks for pointing that out.<br/><br/>And having just also read Gail Collins today regarding these issues, it always puzzles me how issues like birth control and family planning can even considered just the concern of women....there is ALWAYS male involvement at some stage in the process, and also the outcome. So why wouldn't they care as much as the women involved? And if nothing else, it often becomes a pocketbook issue for them down the road.  And  that seems to always be their number one issue on which they base all their decisions - will it cost me more money?",25793293.0,25793293.0,<br/>,comment,1517516486,1.0,False,0,OpEd,0.0,,25793293,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,6,,0,,Unknown,1,approved,1,0,Op-Ed,1517516491,Margo Wendorf,59032833.0,"Portland, OR.",,
1517511903,5a7258e410f40f00018bed7d,835,"A perfect column, Nick! Thank you<br/>very much.<br/>When Hillary Clinton lost the Electoral College to a washed-up<br/>celebrity I despaired. But the<br/>Women’s March brought<br/>me back to hopefulness and I’ve<br/>been working ever since to elect<br/>more women to public office.<br/>This year’s march in Oakland had<br/>so many men marching with us<br/>it seemed that a tidal wave of<br/>love and support washed over all<br/>of us. I really don’t believe that many men support Mr. Cortland’s<br/>extreme worldview.<br/>By the way, years ago in an Illinois<br/>gubernatorial election I voted for<br/>the moderate GOP woman—Judy<br/>Baar Topinka over the Democrat<br/>Rod Blagoyavich. She was eminently qualified because she<br/>had been the state comptroller for<br/>20 years and we needed a governor who could straighten out<br/>the state’s finances. The GOP boys<br/>didn’t give her much support and<br/>the media made fun of her hair.<br/>She lost, Illinois lost, and Rod<br/>Blagoyavich is still serving time in<br/>a federal prison.<br/>Women and men of good will who<br/>yearn to serve our republic—step<br/>right up—you’ve got a big crowd<br/>behind you!",25791866.0,25791866.0,<br/>,comment,1517510485,1.0,False,0,OpEd,0.0,,25791866,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,8,,0,,Unknown,1,approved,1,0,Op-Ed,1517511903,Laura,58473823.0,"Oakland, Ca",,
1517511514,5a7258e410f40f00018bed7d,835,"The good news is -- it is much easier to fight against the tyranny of those you can identify. I've been shocked by comments of male friends: 'But women have made such huge progress'; and, 'Corporation boards only want to hire women' (while 3 out of 4 open seats go to men). Why is getting to 50:50 so threatening? As Kristof points out we will all be better off if women's equal contributions were equally valued -- it is not a zero-sum game (if I win, you lose) it is the reality of rising tide lifting all boats. <br/><br/>I'm glad we (women, and some men) have gotten angry, perhaps angry enough not to 'take' inequity any longer. The huge progress some claim that women have made? There is a high water mark at 20%. In spite of women being better educated than men ... for 30 years (more BA and master degrees since 1987) women's participation in our economy has been stuck at 20% or less: Congress (20%), Fortune 500 board directors (20%); professional chefs (19%); Corporate C-suite (18%), nominated for last six Grammy ceremonies (9.3%); CEO's (6%). In addition to getting paid 20% less for the same work on average, and much much less in male-dominated professions.<br/><br/>More than time to make the dictionary's definition of feminism a reality: that women have political, social, and economic equality with men. I wish that people would stop messing with the definition. It is not a campaign against men, it is a campaign for equal opportunity. ",25792117.0,25792117.0,<br/>,comment,1517511509,1.0,False,0,OpEd,0.0,,25792117,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/6804/2357/cropped-68042357.jpg?446420835496812781,23,5,,0,,Unknown,0,approved,1,0,Op-Ed,1517511514,Linda Bialecki,68042357.0,New York City,,
1517508588,5a7258e410f40f00018bed7d,835,"Hurray for Nasty Women....and She Devils!  The more, the better.<br/><br/>Here's hoping that poor unfortunate woman who is apparently slated to marry Sykes learns to be a very Nasty Woman too.",25790012.0,25790012.0,<br/>,comment,1517504450,1.0,False,0,OpEd,0.0,,25790012,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,10,,0,,Unknown,0,approved,1,0,Op-Ed,1517508588,anne,75197824.0,bangladesh,,
1517508394,5a7258e410f40f00018bed7d,835,This is clearly a cock (in the sense of a chicken) and wants a hen.  There are lots of people who think like him.  And lots of hens out there to accomodate him.  The voters will decide if they want a rooster or a brooding hen.,25787293.0,25787293.0,<br/>,comment,1517495996,1.0,False,0,OpEd,0.0,,25787293,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/1504/0677/cropped-15040677.jpg?0.13239541881419714,23,0,,0,,Unknown,1,approved,1,0,Op-Ed,1517508394,Pilot,15040677.0,"Denton, Texas",,
1517508349,5a7258e410f40f00018bed7d,835,Just another embarassment for Missouri.  You would have thought that Todd Akin would have been lesson enough.,25788358.0,25788358.0,<br/>,comment,1517499346,1.0,False,0,OpEd,0.0,,25788358,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,7,,0,,Unknown,0,approved,1,0,Op-Ed,1517508349,Sharon,55052005.0,St. Louis MO,,
1517508076,5a7258e410f40f00018bed7d,835,"Sykes's statements are so absurd and so far out of the public mainstream to suggest that he may be a liberal plant designed to sully the entire conservative man population.  But, when put in the context of the public lives of a Trump, a Ryan, a McConnell - it may only be that he simply that stupid.  Another man child.  Must be an Evangelical.",25785939.0,25785939.0,<br/>,comment,1517491257,1.0,False,0,OpEd,0.0,,25785939,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,6,,0,,Unknown,0,approved,1,0,Op-Ed,1517508076,Harold,21747459.0,"Winter Park, Fl",,
1517508076,5a7258e410f40f00018bed7d,835,"Yes, we all know of the family-oriented, never straying habits of your liberal heroes in the press, academia and hollywood.  Like, the ones who got famous making sex tapes.  Like, every Kennedy male and their successor from Hope.  Like, NYT reporters whose reported treatment of women is covered up by hypocrite cronies -- perhaps even by the likes of you.  Like these wonderful stroy-tellers Allen &amp; Polanski, or the scions of slave holders like Affleck and Al Gore.  All these paragons of liberal ethics.  So blind they have no idea how motivated we are to bury them, election after election.  ",25785758.0,25785758.0,<br/>,comment,1517490576,1.0,False,0,OpEd,0.0,,25785758,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,2,,1,,Unknown,0,approved,0,0,Op-Ed,1517508076,Matilda,25836836.0,Framingham,,
1517508074,5a7258e410f40f00018bed7d,835,"If the choice is either she-devil or servile breeding stock, I wouldn’t hesitate for even one second to choose to be a she-devil.<br/><br/>It’s both sad and angering that some men are so perversely stuck in their demands for virtual sex slaves who serve dinner.",25789649.0,25789649.0,<br/>,comment,1517503364,1.0,False,0,OpEd,0.0,,25789649,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,8,,0,,Unknown,0,approved,1,0,Op-Ed,1517508074,ChrisJ,62723469.0,Canada,,
1517508072,5a7258e410f40f00018bed7d,835,"""A new Quinnipiac poll finds that 72 percent of Republicans consider Trump a good role model for children.""<br/><br/>This should be no surprise as the GOP is all about white, male domence and making money at any and all costs. Doesn't that point to our dear leader, trump? ",25784524.0,25784524.0,<br/>,comment,1517480130,1.0,False,0,OpEd,0.0,,25784524,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,3,,0,,Unknown,0,approved,1,0,Op-Ed,1517508072,Thomas Renner,49668339.0,New York,,
1517508071,5a7258e410f40f00018bed7d,835,"Nick,<br/><br/>I understand you have a coloum to write, but why give the guy the free publicity?  Haven't you learned your lesson w/ Trump?",25786473.0,25786473.0,<br/>,comment,1517493306,1.0,False,0,OpEd,0.0,,25786473,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,0,,0,,Unknown,0,approved,1,0,Op-Ed,1517508071,George Murphy,46960442.0,Fairfield Ct,,
1517508065,5a7258e410f40f00018bed7d,835,"I live with ""she-devils""! Courtland Sykes clearly doesn't know what he's missing!!",25787273.0,25787273.0,<br/>,comment,1517495930,1.0,False,0,OpEd,0.0,,25787273,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,5,,0,,Unknown,0,approved,1,0,Op-Ed,1517508065,FCH,46629672.0,Deerfield,,
1517508038,5a7258e410f40f00018bed7d,835,I was going to comment on this but could not spell the sound hat emerged when I read it.,25784589.0,25784589.0,<br/>,comment,1517481488,1.0,False,0,OpEd,0.0,,25784589,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,4,,0,,Unknown,0,approved,1,0,Op-Ed,1517508038,IntrepidOne,60456113.0,Maryland,,
1517507899,5a7258e410f40f00018bed7d,835,"I can barely think because the snakes in my head keep writhing.  But here goes:  Women are done.  We are over the crazy misogynist meanderings of Courtland Sykes and his ilk.  We are over being told to get back in the kitchen.  You, Mr. Sykes, my poor deluded fool, best learn to operate the microwave so you don't starve in the future.  And get some meal delivery service numbers in your cellphone, if you are okay using such advanced technology.  Because I guarantee that your imaginary future daughters are going to serve you a dish best served cold.",25787939.0,25787939.0,<br/>,comment,1517498171,1.0,False,0,OpEd,0.0,,25787939,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/3077/0851/cropped-30770851.jpg,23,9,,0,,Unknown,0,approved,1,0,Op-Ed,1517507899,GMBHanson,30770851.0,VT,,
1517507890,5a7258e410f40f00018bed7d,835,"And how many white women will vote for this Neanderthal ?<br/><br/>The majority of white women voted for Trump, Roy Moore, and for Ed Gillespie.<br/><br/>Dear White Women,<br/><br/>Free your mind and the rest will follow.<br/><br/>Peace,<br/>The Resistance",25787608.0,25787608.0,n/a,comment,1517497062,1.0,False,0,OpEd,0.0,,25787608,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,11,,0,,Unknown,0,approved,1,0,Op-Ed,1517507890,Valerie Elverton Dixon,40246734.0,"East St Louis, Illinois",,
1517507885,5a7258e410f40f00018bed7d,835,"I don’t know what deal was made with Melania so that she would show up at the State of the Union, but I have a feeling that we will not be seeing a lot of her in future months.  Melania is not stupid, and that white pantsuit sent an intentional message. I think she’s done with Donald. <br/><br/>I hope that Melania and her son dump the jerk and move forward with their lives.  Her marriage was always transactional, but public humiliation was not part of her deal. ",25785909.0,25785909.0,<br/>,comment,1517491166,1.0,False,0,OpEd,0.0,,25785909,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/887/8887/cropped-8878887.jpg,23,4,,0,,Unknown,0,approved,1,0,Op-Ed,1517507885,RCT,8878887.0,NYC,,
1517507880,5a7258e410f40f00018bed7d,835,"Men like Sykes are scared, very scared. And they should be.  <br/><br/>Competent women and people of color everywhere are using modern, laser-guided missiles to pulverize the millenia of detrius put in their path by mediocre white guys. <br/><br/>Equality is coming. There’s no going back. ",25787402.0,25787402.0,<br/>,comment,1517496401,1.0,False,0,OpEd,0.0,,25787402,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,7,,0,,Unknown,0,approved,1,0,Op-Ed,1517507880,Shiloh 2012,62552564.0,New York NY,,
1517507782,5a7258e410f40f00018bed7d,835,"Can't wait for our current president to award the presidential medal of freedom to Phyllis Schlafly, Ayn Rand, and Ruth Bell Graham.  Sarah Palin.  Jeanne Kirkpatrick.  ",25784587.0,25784587.0,<br/>,comment,1517481468,1.0,False,0,OpEd,0.0,,25784587,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,3,,0,,Unknown,1,approved,1,0,Op-Ed,1517507782,Andrew Lohr,58459714.0,"Chattanooga, TN",,
1517507782,5a7258e410f40f00018bed7d,835, Right up there with 'she was warned but she persisted.'  May she-devils always persist.,25782662.0,25782662.0,<br/>,comment,1517454056,1.0,False,0,OpEd,0.0,,25782662,https://graphics8.nytimes.com/images/apps/timespeople/none.png,23,5,,0,,Unknown,0,approved,1,0,Op-Ed,1517507782,dlb,54162023.0,"washington, d.c.",,
