approveDate,articleID,articleWordCount,commentBody,commentID,commentSequence,commentTitle,commentType,createDate,depth,editorsSelection,inReplyTo,newDesk,parentID,parentUserDisplayName,permID,picURL,printPage,recommendations,recommendedFlag,replyCount,reportAbuseFlag,sectionName,sharing,status,timespeople,trusted,updateDate,userDisplayName,userID,userLocation,userTitle,userURL,typeOfMaterial
1483415499,58691a5795d0e039260788b9,1324,"I am retired and medicare is an absolutely essential blessing.  It has been shown to be far more cost effective than private insurance programs.  For those of you who are not old enough to use it let me assure you you will be thrilled when you reach retirement age with medicare.  I would also add that the only part that does not work well is the Part D which is the drug part and this is because Congress passed this part separately at a later date and it is run by private insurance programs like your insurance programs. It has no cost control provisions and no checks on costs like allowing seniors buy imported drugs made by the same companies that sell the drugs in the US but charge far less in other countries (it is, by law, illegal to do so).  So if Americans truly want useful health care wait until you are over 65 or pass a medicare like program for all.  But DO NOT let the private insurance companies and/or the GOP hoodwink you into dropping government run health programs while making you think private programs will be improvements.",20969083.0,20969083.0,<br/>,comment,1483413946,1.0,0,0,National,0.0,,20969083,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,25,,1,,Politics,0,approved,1,0,1483415499,richard,65543878.0,Guil,,,News
1483413566,58691a5795d0e039260788b9,1324,"“It’s a big job to actually have responsibility and produce results,” said Senator Mitch McConnell of Kentucky, the majority leader. “And we intend to do it.” So what were you being paid for for eight years, Senator Slothful? You should pay back every penny of your salary, with interest.",20969041.0,20969041.0,<br/>,comment,1483413075,1.0,0,0,National,0.0,,20969041,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,47,,0,,Politics,0,approved,1,0,1483413566,Margaret Diehl,60501163.0,NYC,,,News
1483413566,58691a5795d0e039260788b9,1324,"One small ray of light in the GOP having full control of Congress is that it's all going to be on them. Whatever happens, the GOP is 100% answerable to it all. They will not be able to blame anything on Democrats. Hopefully this will show the country once and for all that supply-side economics just doesn't work, and I think it will happen very quickly. Look for Democrats to regain the Senate and perhaps even up the House at midterm. ",20969036.0,20969036.0,<br/>,comment,1483412733,1.0,0,0,National,0.0,,20969036,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,16,,1,,Politics,0,approved,1,0,1483413566,M. White,75190681.0,"New Orleans, LA",,,News
1483411691,58691a5795d0e039260788b9,1324,"Repeal Obamacare.  There are too many people getting health care and being cured.   Can't have that.<br/><br/>Why is it that people think less health care is a good thing?   If it is cost, sorry that is a very poor argument considering that the US has the largest GDP in the world and heath care is needed.  The republicans refuse to provide health care to the people because profits are affected. That is just ethically horrible.<br/>There is NOTHING the republicans have proposed that would increase the number of people receiving and the level of heath care over what Obamacare has provided.  And they are proud of that as are many of their constituents.  Any reasonable person would expect intelligent legislators to make adjustments to the current law to fix any problems and increase the numbers of people with health care.",20968978.0,20968978.0,<br/>,comment,1483411088,1.0,0,0,National,0.0,,20968978,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/4491/22/cropped-449122.jpg?0.13336161539081864,1,33,,2,,Politics,0,approved,1,0,1483411691,Glennmr,449122.0,Planet Earth,,,News
1483410913,58691a5795d0e039260788b9,1324,"Well, maybe if Obama hadn't made that infernal bargain with the Clintons to keep them out of his hair for eight years and ensure they got fatter at the trough than they were already, another Democrat might have won and been genuinely progressive, to boot.<br/><br/>The shilling just before the election went pretty far to tarnish both of the Obamas, though we*ll pretend it wasn't quite as nakedly transactional as it was.<br/><br/>Maybe the Clintons are even worse than we knew they were.  Maybe they had the means and intent of making life hell for Obama.  If not--why didn't he have the guts to tell them to get lost?  That, you know, elections have consequences?<br/><br/>They sure do.",20968969.0,20968969.0,<br/>,comment,1483410752,1.0,0,0,National,0.0,,20968969,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/3127/5444/cropped-31275444.jpg,1,6,,0,,Politics,0,approved,1,0,1483410913,SCA,31275444.0,NH,,,News
1483410860,58691a5795d0e039260788b9,1324,"I will not shed a tear if some of the Obama policies are in peril. In the future it is not about Obama's legacy, it is about US and our people. Obviously part of the reason Trump won in the heartland and rural areas of the USA was because of a  yearning for change and moving away from Obama policies that failed to achieve the desired outcome in a number of ways. In the home city of president Obama, Chicago, the murder rate for 2016 of 700+ is unacceptable. The massive loss of law enforcement personnel nationally is unacceptable. The national debt is sky high. The level of terrorism being unleashed by ISIS has reached a peak with no end in sight. The epic migration of millions from the middle east to Europe and North America occurred in the past 8 years after the devastation of Syria, Yemen, Libya and Iraq. The endless longest war involving Afghanistan has yet to see light at the end of the tunnel. Obamacare is the craziest system in the world so says none other than ex president Bill Clinton, a career democrat. In a way Trump has plenty of opportunity to steer the country in a different and better direction if he can stop tweeting, take a deep breath, think hard about the problems and challenges he faces, get the best and bold advice and steer the country in the right direction and let the press worry about Obama's policies being in peril when he leaves office. ",20968957.0,20968957.0,<br/>,comment,1483410455,1.0,0,0,National,0.0,,20968957,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,14,,3,,Politics,0,approved,1,0,1483410860,Girish Kotwal,69024476.0,"Louisville, KY",,,News
1483410860,58691a5795d0e039260788b9,1324,Why do I always think of a tortoise when McConnell's visage comes to mind?,20968951.0,20968951.0,<br/>,comment,1483410403,1.0,0,0,National,0.0,,20968951,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,19,,0,,Politics,0,approved,1,0,1483410860,Ellen Liversidge,62272639.0,San Diego CA,,,News
1483410513,58691a5795d0e039260788b9,1324, It would be nice if we could have a return to sanity. The hyperbole on both sides it's not helpful. I think many of us feel left out  and but politicians in Washington,20968936.0,20968936.0,<br/>,comment,1483410213,1.0,0,0,National,0.0,,20968936,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,3,,0,,Politics,1,approved,1,0,1483410513,logodos,17998044.0,New York,,,News
1483410513,58691a5795d0e039260788b9,1324,"I do not understand why the Senate's refusal to give Garrick Garland a hearing has not been analyzed and on the front page of newspapers constantly, perhaps daily.  It is dereliction of duty and anti-constitutional in terms of the responsibilities of the Senate.  The fact that these elected representatives might benefit from their intransigence is galling.",20968925.0,20968925.0,<br/>,comment,1483410048,1.0,0,0,National,0.0,,20968925,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,35,,0,,Politics,0,approved,1,0,1483410513,P Nelson,62699284.0,Austin,,,News
1483410127,58691a5795d0e039260788b9,1324,"Where I live, we were one of the hardest hit areas by hurricane Matthew.  I am fortunate to live in an affluent community where I have become somewhat of a social outcast because as an HRC supporterI am considered stupid.  But you should have seen them lined up at the trough asking how soon were we going to get Federal money to pay for the cleanup of our community because, of course, we couldn't be expected to stand up on our own two feet and pay for it ourselves!  But taxes are unfair and way too high!  And we sure don't want government money going to the undeserving poor. ",20968884.0,20968884.0,<br/>,comment,1483409199,1.0,0,0,National,0.0,,20968884,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,48,,0,,Politics,0,approved,1,0,1483410127,Susan H,54544961.0,SC,,,News
1483410127,58691a5795d0e039260788b9,1324,"We are once again at the front line of whats good for Republicans(or the Dems) not whats good for the people. The reality is the ""people"" don't have a say even more than ever!",20968868.0,20968868.0,<br/>,comment,1483408921,1.0,0,0,National,0.0,,20968868,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,6,,1,,Politics,0,approved,1,0,1483410127,D'town Boy,65796135.0,Htx,,,News
1483410127,58691a5795d0e039260788b9,1324,"You consider equality social ills, perhaps in your country it is but in the USA. Tell that to the regime in China. Sadly there will be knockings at your door.",20968862.0,20968862.0,<br/>,comment,1483408865,1.0,0,0,National,0.0,,20968862,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/6489/0360/cropped-64890360.jpg,1,2,,0,,Politics,0,approved,1,0,1483410127,RB,64890360.0,West Palm Beach,,,News
1483409743,58691a5795d0e039260788b9,1324,"They should just repeal Obamacare, re-enact it (with the small corrections Obama has been begging them to pass for several years), and call it Wonderful Amazing Republican Healthcare.  ",20968832.0,20968832.0,<br/>,comment,1483408162,1.0,0,0,National,0.0,,20968832,http://graphics8.nytimes.com/images/apps/timespeople/none.png,1,12,,0,,Politics,0,approved,1,0,1483409743,Madeline Conant,57320526.0,Midwest,,,News
1483409743,58691a5795d0e039260788b9,1324,"'...“I hear probably more about the strangulation of regulations on business and their growth and their development than probably anything else,” the House speaker, Paul D. Ryan of Wisconsin...'<br/><br/>Oh Boy, Here we go again...<br/><br/>The banking ""industry"" is already chomping at their collective bits for a return to the euphoria of 'legalized' NINJA loans and other creative accounting shenanigans. Deregulation should give them about 6 months to run up the tab into the trillions for another spate of taxpayer bailouts.<br/><br/>It's already been approved!<br/><br/>We can even call the next financial implosion The Greatest Recession...",20968827.0,20968827.0,<br/>,comment,1483408122,1.0,0,0,National,0.0,,20968827,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,15,,1,,Politics,0,approved,1,0,1483409743,jla,66465803.0,usa,,,News
1483409743,58691a5795d0e039260788b9,1324,"""This is no time for hubris.  You have to perform."" (Mitch McConnell).  Are you sure that is a quote from the Mitch McConnell who is in the US Senate? I think it  must be from some other person named Mitchell McConnell.  The do nothing one in the Senate is not only full of hubris but will also go down as the greatest practitioner of obstructionism in US Congressional history.  The quote that will in fact live in infamy is, ""Our number one priority is to make this president a one-term president.""  He has been arrogant, disrespectful, and has never failed to put party over country. Not once.  I find him to be the single most despicable American politician of the era.  Although, the preener Paul Ryan is biting at his heels for the distinction.",20968826.0,20968826.0,<br/>,comment,1483408121,1.0,0,0,National,0.0,,20968826,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,35,,2,,Politics,0,approved,1,0,1483409743,bstar,69693898.0,"Baltimore, MD",,,News
1483409743,58691a5795d0e039260788b9,1324,"Enough of the 30,000 foot analysis.  <br/><br/>So, while all of the so-called experts, pundits and paid cable news contributors opine and pontificate about the Congress, once again, voting to repeal ""ObamaCare,"" maybe someone can write a comprehensive article about what would happen if it is repealed with no replacement.<br/><br/>Millions of people just signed up for a renewal.  More signed up for the first time, just within the past 6 weeks.  <br/><br/>What do we do, all you experts?  Beg our doctors to load us up with 90-day prescriptions instead of 30 day prescriptions, even if the 90-day ""fill"" costs us more?  Or, start buying from Canada?  Insist on every test possible, within the next 3-6 months, because we won't be able to afford any tests if we don't have health insurance?  Have our colonoscopies earlier than planned?  <br/><br/>Or, even more significant -- be so afraid of being viewed as having a pre-existing condition that we don't tell our doctors what's really bothering us, until it's so bad that we are forced to go to the ER in the middle of the night?<br/><br/>Yes, the premiums skyrocketed.  And, the plans with low premiums have high deductibles.  I don't think the Affordable Care Act works anywhere near as well as it should, or could.  <br/><br/>But, meanwhile, millions are writing personal checks every month for this insurance, and have no clue what may happen to their insurance.  <br/><br/>And, many of the major providers already dropped out of the ""exchanges.""<br/><br/>How about some advice?",20968801.0,20968801.0,<br/>,comment,1483407670,1.0,0,0,National,0.0,,20968801,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,6,,0,,Politics,1,approved,1,0,1483409742,Alexandra Brockton,19827014.0,"Boca Raton, Florida",,,News
1483409352,58691a5795d0e039260788b9,1324,Repeal and replace Obamacare Please!,20968788.0,20968788.0,<br/>,comment,1483407485,1.0,0,0,National,0.0,,20968788,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,7,,3,,Politics,0,approved,1,0,1483409352,Sue Haynie,64901224.0,Norwalk,,,News
1483409352,58691a5795d0e039260788b9,1324,"Given that senator Mitch McConnell's face is the front and center heading this article, we all may want to take a moment to observe a slight ""clogging of swamp drain,"" with a retread nominee. Yes, McConnell's wife, the honorable Elaine L Chao, is Trumpz nominee for her second cabinet position as Secretary of Commerce.  She was secretary of Labor in the Bush administration.",20968781.0,20968781.0,<br/>,comment,1483407352,1.0,0,0,National,0.0,,20968781,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,11,,2,,Politics,0,approved,1,0,1483409352,John,41586169.0,St. Louis,,,News
1483406597,58691a5795d0e039260788b9,1324,"The Obama regime represented eight years of social regression, where people were given the sense of entitlement that they deserve to be equals, where minority equals majority, female equals male, and other forms of social illnesses.<br/><br/>Trump may not be nationalistic in the global definition, but he represents a step in the right direction.",20968739.0,20968739.0,<br/>,comment,1483406296,1.0,0,0,National,0.0,,20968739,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/7616/2415/cropped-76162415.jpg?0.666889380089412,1,7,,6,,Politics,0,approved,1,0,1483406597,Ryan Wei,76162415.0,Hong Kong,,,News
1483406420,58691a5795d0e039260788b9,1324,It would be interesting to see a pair of walls dividing America from Canada and Mexico and for those peoples to sit back and slowly watch America disintegrate. I wonder what the bookies odd's are at the moment.<br/> I feel America deserves everything it is about receive. Those factory jobs have gone in all of their fields. What is needed is new education to deal with a digital world and new education for those factory workers whose jobs are either being performed by robotics or sent abroad to countries that don't have unions or pollution controls. ,20968711.0,20968711.0,<br/>,comment,1483405806,1.0,0,0,National,0.0,,20968711,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,10,,2,,Politics,0,approved,1,0,1483406420,Sadness,57624341.0,America,,,News
1483406419,58691a5795d0e039260788b9,1324,"I agree that McConnel failed to do his job by not allowing hearings to replace Justice Scalia, but still, an empty seat was vastly superior to Scalia's rulings.  With Thomas on the Court, we have two empty seats on the SCOTUS.",20968694.0,20968694.0,<br/>,comment,1483405399,1.0,0,0,National,0.0,,20968694,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,19,,3,,Politics,0,approved,1,0,1483406419,JK,20389542.0,PNW,,,News
1483405297,58691a5795d0e039260788b9,1324,"Equal rights will inevitably be set back by decades - women will likely loose further rights to their body and be thrown back to being nothing more than an incubation vessel at the pleasure of men; Arab, Persian, and even Indian men will be subject to further indignation as they're ""all terrorists""; Blacks will be further incarcerated at probably higher rates, if not just shot dead for ""lunging""; as for the LGBT community, be prepared to have your gains under Obama rolled back under Pence. Good news is that despite the injustice of, the silver lining is that as a group, these rights will only be put on hold - progression can not be stopped, only slowed.<br/><br/>Climate change however is far more bleak, we don't have time to wait, and by the time we ""feel"" it, it's already too late.<br/>Republicans are NOT the party of Lincoln, haven't been for the last half century, they are the party of zero accountability wall street fat cats, a redistribution of wealth for and towards the top 1% - everyone else be damned.",20968688.0,20968688.0,<br/>,comment,1483405216,1.0,0,0,National,0.0,,20968688,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,31,,6,,Politics,1,approved,1,0,1483405298,Jeff,14533488.0,Taiwan,,,News
1483405294,58691a5795d0e039260788b9,1324,"Lets be honest here and now.<br/>Even die hard Liberals you cannot be happy with our failing schools, loosing good jobs, middle east in melt down, and on an on...Can you?<br/>Be honest now....dont be like Trump voters who  told pollsters no and fooled the the Hillary cheerleaders.",20968686.0,20968686.0,<br/>,comment,1483405169,1.0,0,0,National,0.0,,20968686,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,9,,4,,Politics,0,approved,1,0,1483405294,Joe Paper,54210287.0,"Pottstown, Pa.",,,News
1483405292,58691a5795d0e039260788b9,1324,"Oh, the impotent tears! ",20968683.0,20968683.0,<br/>,comment,1483405102,1.0,0,0,National,0.0,,20968683,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/7512/3823/cropped-75123823.jpg,1,11,,0,,Politics,0,approved,1,0,1483405292,Visitor,75123823.0,Tau Ceti,,,News
1483405076,58691a5795d0e039260788b9,1324,For all those who think Obamacare is great. Yea it's great for the 20 million who are getting subsidies. A free ride is always great for those getting it. But not for those paying for it. Many many people lost or will loose their insurance due to unaffordable increases.  My brother is one - his insurance went from $300 per month to $800 because the insurance companies now have cover people whose premiums don't cover their claims. Let the Democrats start charities to provide medicare to those who can't afford it. Sorry but it's not the responsibility of the taxpayer to provide care for some unwed mother and her six kids. Or for some old person who did not save for old age. ,20968671.0,20968671.0,<br/>,comment,1483404954,1.0,0,0,National,0.0,,20968671,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,11,,7,,Politics,0,approved,1,0,1483405076,"Reader In Wash, DC",829618.0,"Washington, DC",,,News
1483405069,58691a5795d0e039260788b9,1324,"I'm an Obama supporter. As painful as it is for me to see Republicans planing the repeal of some of his policies, we live in a democracy. Voters have spoken.They gave Republicans the right to govern the Nation.<br/> ""Que sera sera"".<br/><br/>The majority of Americans expect that  Republicans and Democrats in Congress whose oath is to the U.S.A and not to their party will demand that Mr Trump and all his nominates  reveal their tax returns before granting them the power to govern America.<br/><br/>We need to know who they are working for.",20968666.0,20968666.0,<br/>,comment,1483404861,1.0,0,0,National,0.0,,20968666,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/6715/8045/cropped-67158045.jpg?0.6404643723700311,1,16,,1,,Politics,0,approved,1,0,1483405069,Title Holder,67158045.0,Fl,,,News
1483405057,58691a5795d0e039260788b9,1324,"""Obama’s Policies Are in Peril"",news flash the American people elected Mr. Donald Trump because as the title says ""Obama's policies are in peril,""not the policies of America. That is why the Democrats have in the last 8 years lost more than 1,030 seats in state legislatures, governor's.",20968661.0,20968661.0,<br/>,comment,1483404779,1.0,0,0,National,0.0,,20968661,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,8,,5,,Politics,0,approved,1,0,1483405057,Harif2,61619478.0,chicago,,,News
1483405027,58691a5795d0e039260788b9,1324,"Looking at the U.S. budget, it is not too far off the mark to state that the U.S. government is an insurance company that happens to field an army. People on the far right (please don't call these people ""small government conservatives"") would love to abolish the former and force-feed the latter with public money until it becomes as bloated as the steroid-inflated head of Barry Bonds circa 2001. They scream about the emasculation of the U.S. military under President Obama, even though in 2015 the country led the world in ""defense"" spending at nearly $600 billion while China was a very, very distant second at around $215 billion. <br/><br/>Depressing that a debate about which one is more worthy of being retained--decent social welfare provisions for non-elites versus corporate welfare for defense contractors who after 9/11/2001 became as fat and happy as a PED-popping baseball player--is even taking place. ",20968672.0,20968672.0,<br/>,comment,1483404963,1.0,0,0,National,0.0,,20968672,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,11,,0,,Politics,0,approved,1,1,1483405027,AR,10369639.0,Virginia,,,News
1483404571,58691a5795d0e039260788b9,1324,"No; ""Foolish"" pride is NOT prudent but is less offensive to me than timidly winning.  You won, and have two years for proof. Don't waste even ONE DAY. (House and Senate who face elections in two years)",20968653.0,20968653.0,<br/>,comment,1483404555,1.0,0,0,National,0.0,,20968653,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/6130/8039/cropped-61308039.jpg?719963392634852237,1,1,,0,,Politics,1,approved,1,0,1483404571,Curtis J. Neeley Jr.,61308039.0,"Newark, AR, U.S.A.",,,News
1483404551,58691a5795d0e039260788b9,1324,"It's time for Mitch to retire to the elephants' burial grounds; maybe he'll take Ryan and those other Neanderthals with him. I hope Dems have enough unity to block the destruction of Obama's work, especially Obama Care. If they rename it Trump Care and make it better for poor and middle class people, I wouldn't mind at all, but I'm afraid they just want to destroy anything they think is progressive and promote their program of 'no lives matter,' and nobody matters except their corporate lobbyists and donors. ",20968645.0,20968645.0,<br/>,comment,1483404488,1.0,0,0,National,0.0,,20968645,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/4285/0173/cropped-42850173.jpg?352929306833508635,1,13,,0,,Politics,1,approved,1,0,1483404551,Steve Reicher,42850173.0,GLOUCESTER MA,,,News
1483404416,58691a5795d0e039260788b9,1324,"Let's be clear - the GOP does believe in a government safety net -   They believe in a safety net for big farmers by virtue of farm subsidies.  They believe in a safety net for big banks who have cheated the American people repeatedly.  They believe in a safety net for big business via elimination of environmental regulations and lowering taxes.  The believe in a safety net for the ultra wealthy, by virtue of eliminating the capital gains tax.  However, they appear to not believe in a safety net for the infirm, the poor, the disabled, the working class or even the middle class.  The GOP's economic plans benefit those who already have massive advantages to gain wealth.    Mr. McConnell says ""You have to perform"".  My question to him is ""perform what"".   Performance that results in poisoned water as in Flint?  Performance that results in voter restriction as in North Carolina?  I can't wait to see what kind of ""performance"" occur under McConnell and Ryan's leadership.  ",20968638.0,20968638.0,<br/>,comment,1483404346,1.0,0,0,National,0.0,,20968638,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,43,,0,,Politics,0,approved,1,0,1483404416,Dairy Farmers Daughter,65160147.0,WA State,,,News
1483404041,58691a5795d0e039260788b9,1324,4 or 5 or 10 million people flooding into Washington to stop Trumps inauguration may give the Republicans a reason to think twice about cutting Social Security.,20968619.0,20968619.0,<br/>,comment,1483404012,1.0,0,0,National,0.0,,20968619,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/7052/3743/cropped-70523743.jpg?0.11748040746897459,1,23,,0,,Politics,0,approved,1,0,1483404041,gene,70523743.0,Florida,,,News
1483404039,58691a5795d0e039260788b9,1324,"I get it that the motivation behind the ACA, ""ObamaCare"", was a good. However, what's stupid about the ACA is that you should be able to shop around and buy full health insurance coverage from any insurer in any state regardless of where you reside and you should be able to see the medical provider of your choice regardless of any so-called network or state requirements. <br/><br/>Let the carriers compete. If there are no carriers who want to go into this business then the government will need to set up an insurance company, or set up a system like the Assigned Risk Pool where uninsureds can sign up and the government assigns the customer to a rotating list of carriers whether the carriers like it or not.<br/><br/>I am in New York. My car insurance comes from an insurance company in Illinois and when I need to repair my car for an insured incident I can take it to anyone I please. That's the way it should be with health insurance.",20968617.0,20968617.0,<br/>,comment,1483403981,1.0,0,0,National,0.0,,20968617,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/3549/5493/cropped-35495493.jpg?0.9044527902607731,1,15,,5,,Politics,0,approved,1,0,1483404039,Mike,35495493.0,NYC,,,News
