approveDate,articleID,articleWordCount,commentBody,commentID,commentSequence,commentTitle,commentType,createDate,depth,editorsSelection,inReplyTo,newDesk,parentID,parentUserDisplayName,permID,picURL,printPage,recommendations,recommendedFlag,replyCount,reportAbuseFlag,sectionName,sharing,status,timespeople,trusted,updateDate,userDisplayName,userID,userLocation,userTitle,userURL,typeOfMaterial
1486054326,58927e0495d0e0392607e1b3,1129,"You missed mentioning the ""elephant in the room"" political aspect of the Super Bowl---- Tom Brady's loudly announced support of Trump during the campaign.  That will be reason my family of three will leave the TV off on Sunday.",21331868.0,21331868.0,<br/>,comment,1485999442,1.0,0,0,Sports,0.0,,21331868,https://graphics8.nytimes.com/images/apps/timespeople/none.png,12,0,,0,,Pro Football,0,approved,1,0,1486054326,Christine,34915825.0,"near Portland, maine",,,News
1486054309,58927e0495d0e0392607e1b3,1129,"Can you imagine Roger G making any kind of comment, this guy is a total, devoted capitalist. His only concern is cash flow. ",21331687.0,21331687.0,<br/>,comment,1485996971,1.0,0,0,Sports,0.0,,21331687,https://graphics8.nytimes.com/images/apps/timespeople/none.png,12,0,,0,,Pro Football,0,approved,1,0,1486054309,Jim King,38436041.0,US,,,News
1486011666,58927e0495d0e0392607e1b3,1129,"110 million people will be watching about 3 times that would watch the Oscars and about 20 million more than watched the debates between Clinton and Trump. So if it's politics vs the NFL, I'll take the NFL and the over.",21332934.0,21332934.0,n/a,comment,1486011627,1.0,0,0,Sports,0.0,,21332934,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/4692/7456/cropped-46927456.jpg?1756596389150785624,12,0,,0,,Pro Football,0,approved,1,1,1486011666,ExPeterC,46927456.0,Bear Territory,,,News
1486007467,58927e0495d0e0392607e1b3,1129,"The NFL is desperately trying to prove it is not part of the liberal media establishment.   They have a huge number of fans in the Rust Belt who voted for Trump, and who would not hesitate to boycott the Super Bowl if they thought the  NFL was giving support to anti-Trump protestors.    The NFL is a big business that could be cut down to size pretty quickly if a substantial number of viewers suddenly disappeared.",21332596.0,21332596.0,<br/>,comment,1486007450,1.0,0,0,Sports,0.0,,21332596,https://graphics8.nytimes.com/images/apps/timespeople/none.png,12,4,,0,,Pro Football,0,approved,1,1,1486007467,Jonathan,11145175.0,NYC,,,News
1486002547,58927e0495d0e0392607e1b3,1129,"Plenty of us liberals like to watch the Super Bowl too, but thanks for the heads up about Bill O'Reilly interviewing Trump before the game starts. Listening to an Irish hatemonger and a violent mythomaniac exchanging thoughts would make us too depressed to even watch the game. We'll make sure we are drinking our beers with the TV turned off until kickoff.",21332148.0,21332148.0,<br/>,comment,1486002514,1.0,0,0,Sports,0.0,,21332148,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/1717/3195/cropped-17173195.jpg?0.9079938438730003,12,21,,2,,Pro Football,0,approved,1,1,1486002547,Mike Roddy,17173195.0,"Alameda, California",,,News
1486557488,5893033d95d0e0392607e2d6,3082,"I don't understand why a show about four female friends is criticized for its lack of diversity. There are some TV shows that show black urban dwellers in their own milieu. <br/><br/>It reminds me of the Times film critic's review of the AIDS film ""Longtime Companion,"" that it was about a certain subset of people suffering from the epidemic, relatively well-off white Manhattanites. <br/><br/>Just as every film about AIDS doesn't have to include every group suffering from the effects of the disease, every TV show doesn't have to reflect the demographics of this country or city. ",21401520.0,21401520.0,<br/>,comment,1486546607,1.0,0,0,Arts&Leisure,0.0,,21401520,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,9,,0,,Television,0,approved,1,0,1486557488,hkguy,78169502.0,bronx,,,News
1486407327,5893033d95d0e0392607e2d6,3082,"First, I just wanted to say, that I expected rude comments because the show has often been polarizing, but I did not expect so many misogynistic, borderline racist comments to be NYT Picks.<br/>That is disappointing.<br/><br/>I am probably not the target demographic for Girls, but I enjoyed it and found certain episodes gut busting funny.<br/>The lack of diversity should not have fallen on Dunham's shoulders, but on network honchos who continued to green light programs like that.<br/>I am hopeful because we have strong issues now like Insecure and the brilliant Atlanta. ",21376220.0,21376220.0,<br/>,comment,1486395720,1.0,0,0,Arts&Leisure,0.0,,21376220,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,6,,0,,Television,0,approved,1,0,1486407327,Dcet30,63592740.0,"Baltimore, MD",,,News
1486356897,5893033d95d0e0392607e2d6,3082,"I do regard Dunham's work with admiration. Girls has been a provocative and entertaining show and she captured my attention for five seasons. As annoying as some of her characters could be at times (and there were times when I was frustrated by all of them), there was something likable about each of them. And as a twenty-something living in NY, there were moments that I found relatable. People love to criticize the narcissism of the women on the show but I think Lena's done a good job of highlighting this self-absorption as a predicament that's quite easy to fall into. Sometimes it's human. It's not pretty by any means but it's real, and I commend Dunham for shamelessly identifying it by making it drastically evident in her characters. I see men attacking the show for it in these comments but rarely pointing out the narcissism or self-absorption epidemic on reality shows of primped plastic women. Many who don't even watch Girls take the time to criticize the privilege on this fictional series but have no issue with spending hours watching the trivial and staged drama among rich women on half of Bravo's reality shows. Hmm...",21372199.0,21372199.0,<br/>,comment,1486354930,1.0,0,0,Arts&Leisure,0.0,,21372199,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,10,,0,,Television,0,approved,1,0,1486356897,Zoe T,77130263.0,New York,,,News
1486344437,5893033d95d0e0392607e2d6,3082,"just one thing - Dunham's body is what is found throughout western art, so maybe not so much a recast as a reigniting of our love of flesh? just sayin...",21371902.0,21371902.0,<br/>,comment,1486344068,1.0,0,0,Arts&Leisure,0.0,,21371902,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/6702/7381/cropped-67027381.jpg?0.548573893494904,1,4,,0,,Television,0,approved,1,0,1486344437,CEQ,67027381.0,Portland,,,News
1486336805,5893033d95d0e0392607e2d6,3082,"I stayed with the show for 4 seasons and then, just felt worn down by the self absorption by both the characters and the writing.  And it just wasn't funny.  It was, however, annoying.  ",21371711.0,21371711.0,<br/>,comment,1486336377,1.0,0,0,Arts&Leisure,0.0,,21371711,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,6,,0,,Television,1,approved,1,0,1486336805,j,26556077.0,nj,,,News
1486333518,5893033d95d0e0392607e2d6,3082,"I guess I'm lucky. but i've never had such awkward, ugly, unfulfilling sex as that shown on Girls. ",21371544.0,21371544.0,<br/>,comment,1486332882,1.0,0,0,Arts&Leisure,0.0,,21371544,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,6,,0,,Television,0,approved,1,0,1486333518,marx,68032647.0,"brooklyn, NY",,,News
1486333512,5893033d95d0e0392607e2d6,3082,"I avoid most TV and would like to see more diversity on what I do watch, but I love ""Girls.""  I'm old enough to be their grandmother, yet find Dunham to be brilliant and the other three to be perfect, each in her own annoying, nails-on-chalkboard way.  The recurring male characters are all superbly likable and unlikable, too.  I'll greet Ms. Dunham's next project with enthusiasm, and I wish her well.",21371518.0,21371518.0,<br/>,comment,1486332503,1.0,0,0,Arts&Leisure,0.0,,21371518,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,15,,0,,Television,0,approved,1,0,1486333512,disenchanted,59020560.0,san francisco,,,News
1486333505,5893033d95d0e0392607e2d6,3082,"Wow! <br/><br/>Most everyone in this comments section seems to have brought a grudge to the table.<br/><br/>Why the heaviness?<br/><br/>We all just need a little entertainment and distraction from what is really going on in the world, don't we?<br/><br/>Girls is one of my favorite shows to watch. I find it not only to to be good entertainment, but it provokes me as well. Curb Your Enthusiasm and Baskets in the same league. It is not much more complicated then that.<br/><br/>Kudos to Lena Dunham! Great writing, brilliant, and fearless. What more can you ask for in a television show?",21371466.0,21371466.0,<br/>,comment,1486331691,1.0,0,0,Arts&Leisure,0.0,,21371466,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/2315/5769/cropped-23155769.jpg?165638080390654455,1,9,,0,,Television,0,approved,1,0,1486333505,East/West,23155769.0,Los Angeles,,,News
1486333492,5893033d95d0e0392607e2d6,3082,Kudos to the writers of these mini-essays. They describe the show pretty well. Too bad the show had so much pathos and very little humor. After the first season it started to drift badly. The only consistently interesting part for me was the Shoshana character. The other characters' self-absorption got old pretty fast.  And watching women urinate got old too (I guess that is an acquired taste). ,21371324.0,21371324.0,<br/>,comment,1486329742,1.0,0,0,Arts&Leisure,0.0,,21371324,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,0,,0,,Television,0,approved,1,0,1486333492,Merry Runaround,67071263.0,Colorado,,,News
1486333479,5893033d95d0e0392607e2d6,3082,"In a way I wish that Girls did have a laugh track. If taken as straight-up comedy (especially the ""dramatic"" parts), it's a hilarious show. ",21370810.0,21370810.0,<br/>,comment,1486322914,1.0,0,0,Arts&Leisure,0.0,,21370810,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,0,,0,,Television,0,approved,1,0,1486333479,Joe V.,39885185.0,San Francisco,,,News
1486333431,5893033d95d0e0392607e2d6,3082,"I'm a gay man living in the south, so I'm not likely the targeted demographic for ""Girls."" But I've watched every episode, and even when it was maddening, it was never TOO maddening. It seemed to skirt that edge ever so closely. Just when you think it was about to go too far, it pulled back. I don't know that I love it, but I won't not watch it. Dunham should be proud of her work. ",21370567.0,21370567.0,<br/>,comment,1486320333,1.0,0,0,Arts&Leisure,0.0,,21370567,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/6821/4711/cropped-68214711.jpg?0.5241274107247591,1,7,,0,,Television,1,approved,1,0,1486333431,sdcga161,68214711.0,northwest Georgia,,,News
1486333414,5893033d95d0e0392607e2d6,3082,"I really enjoyed Girls, and appreciated both how different things are for young women finding themselves, and yet, how little has changed since the 1980's. Young women of some privilege who are college educated are expected to more or less independently make something of their lives beyond the marriage plot. In addition to the typical struggle for relevance and money, women have to figure out sex, where it appears they have endless choices, but do not. I think Lena Dunham's willingness to show a true body vs. the tallish, slender bodies of models, was both touching and hilarious. The portrayal of sex, confusion, and relationships was refreshing. Also how many people in our culture want to be artists of some type? Again the confusion and false starts, turns, and outcomes this show portrays feel real.",21370086.0,21370086.0,<br/>,comment,1486315864,1.0,0,0,Arts&Leisure,0.0,,21370086,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/6729/1819/cropped-67291819.jpg?0.3778321340214461,1,7,,0,,Television,0,approved,1,0,1486333414,Dr. LZC,67291819.0,"Medford, Ma.",,,News
1486333388,5893033d95d0e0392607e2d6,3082,"I can't believe all the negative comments!<br/><br/>I so loved girls when I saw it (only when HBO offered specials on cable, and then I binge-watched)... I found myself in a familiar environment... the weird parties, the oh so familiar dinner dates among several like-minded friends, the realistic women with contradictions, the weird and cringe-worthy moments, the bodies that are not Photoshopped.<br/><br/>I thank the new generation of women for so much.<br/><br/>As women, we exist so much as the silent image that men want us to be. Lena, Amy, and all these new brave women confront this silent repression of how worthy we are allowed to feel based on how our bodies approach a 10.<br/><br/>By pushing and enlarging the definition of how women are supposed to look to be successful in love &amp; work, they carve out space for a new generation of women... to be able to claim themselves in their relationships, in their interactions, however how intimate.<br/><br/>It is just appropriate that men wouldn't understand any of it.",21369500.0,21369500.0,<br/>,comment,1486311034,1.0,0,0,Arts&Leisure,0.0,,21369500,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,9,,0,,Television,0,approved,1,0,1486333388,MS,77011456.0,"Atlanta, US",,,News
1486333372,5893033d95d0e0392607e2d6,3082,"All that you say and more.  This show has done wonders for my oldest, and is likely to help all other girls in my family.  For that, I am thankful.<br/><br/>To my horror, they had been told by important people (not us), that they should pursue their dreams.  Because the tenth grade poem got an A star, one was going to be a poet and pursue English Lit in College.  Because one had played the third-tree in a play, she was going to Juilliard because her coach said she had great potential.  <br/><br/>The show has helped me demonstrate that pursuing your dreams is ill advised if one cannot produce value for society, and English Lit majoring means not having any skills.  Demonstrate how ""having opinions"" sans skills and knowledge is the gateway to lifelong penury.  How Baysian theory explains that their life would be like Dunham's with about about 0.000001% likelihood (generous estimate). <br/><br/>Now the older one is studying computer engineering, and said the other day that she was going to pursue a master's in systems engineering.  I cried with relief.  A few years earlier, she had given me sleepless nights about her wish to pursue English lit.  Now this!<br/><br/>I've got other challenges.  But I am getting my hands on the DVDs of all seasons, and at the right time, sit with my girls - one by one - and explain how this powerful documentary entirely explains the fast decline of ""opinion rich,"" ""nonjudgmental"" middle class America that values pursuing one's dreams at all cost. <br/><br/>Thank you Lena Dunham.<br/><br/>Kalidan",21369246.0,21369246.0,<br/>,comment,1486309432,1.0,0,0,Arts&Leisure,0.0,,21369246,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,4,,0,,Television,0,approved,1,0,1486333372,Kalidan,65362458.0,NY,,,News
1486333342,5893033d95d0e0392607e2d6,3082,"I gave up on it third season. I did not find it funny... it was more like the ""I can't take my eyes off this ongoing car accident"" attraction. I pretty much despised just about every female character and was fascinated by the men's characters. Adam Driver and Alex Karpovsky made the first seasons.  I think it is miscast as a comedy and after watching Tiny Furniture, it just seemed to me to be an extension of that movie. A Flowers for Algernon for Lena Dunham. Given Lena's book and her book tour, it is still hard to separate her from her character Hannah Horvath. However, I have watched Broad City's two seasons twice and have laughed myself to tears over it every time. If that is Lena's role of making Girls--to open doors to comedy series like Broad City, I guess then it was worth the time and energy of critical analysis on the now defunct TWOP.",21368856.0,21368856.0,<br/>,comment,1486307111,1.0,0,0,Arts&Leisure,0.0,,21368856,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,2,,0,,Television,0,approved,1,0,1486333342,Kathy,54099174.0,"Syracuse, NY",,,News
1486333271,5893033d95d0e0392607e2d6,3082,"Thank you for updating me on the lack of progress of the show. I binged two seasons of it: the first because of the buzz it was getting, the second because I feared there was something wrong with me because I hated all the characters and didn't find it funny at all. <br/><br/>But that was the show's goal, apparently: to show awful, unfunny people, sometimes naked.  ",21368181.0,21368181.0,<br/>,comment,1486303896,1.0,0,0,Arts&Leisure,0.0,,21368181,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,2,,0,,Television,0,approved,1,0,1486333271,Blake,7410041.0,San Francisco,,,News
1486333245,5893033d95d0e0392607e2d6,3082,The biggest downside of Hilary's surprise loss was knowing HBO now had no ulterior justification for keeping this stale show going. ,21367064.0,21367064.0,<br/>,comment,1486294670,1.0,0,0,Arts&Leisure,0.0,,21367064,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,2,,0,,Television,0,approved,1,0,1486333245,lloydmi,5198133.0,florida,,,News
1486333237,5893033d95d0e0392607e2d6,3082,"This was a wonderful round-up of reflections. This is one of few shows I keep up with and I agree so much with all the points made in this piece about its unforgettably good aspects and its weaknesses. I think of the show as funny most of all but there have also bern some unforgettably moving moments—what I am thinking of include childbirth and wedding scenes, a painfully frank conversations about abortion, many fights and slights and the characters' enduring willingness to forgive each other's pettiness and narcissism because they loved one another. The rarest thing, for me, was the great complexity and specificity each character was granted—nearly unheard of in a TV comedy.<br/><br/>Eye-roll all the anti-Girls men commenting here. It's obviously valid to dislike the show. It's also great to know when something was never for you, and when it's not your turn to talk.",21366863.0,21366863.0,n/a,comment,1486286389,1.0,0,0,Arts&Leisure,0.0,,21366863,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,6,,1,,Television,0,approved,1,0,1486333237,Genevieve,39858723.0,Oakland,,,News
1486333216,5893033d95d0e0392607e2d6,3082,"I think people are so worried about being viewed by others as un-hip, out of it, old, or uptight that they will praise anything that ""popular culture"" tells them they are supposed to praise, regardless of how inane, how vulgar, crude, crass, degrading, trivial or poorly done. Hence we have a contemporary world of ""art"" that is unmemorable, that is so fragmented that there is no collective experience, that generally just appeals to the lowest common denominator of which, in this world of math ineptitude, there are many (""common denominators"").",21366786.0,21366786.0,<br/>,comment,1486282488,1.0,0,0,Arts&Leisure,0.0,,21366786,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,3,,0,,Television,0,approved,1,0,1486333216,D. Annie,67021840.0,Illinois,,,News
1486333207,5893033d95d0e0392607e2d6,3082,"Tried to watch this, but it was appallingly flat and gray.  Too much sex because all of it shared the monotony of being bored, sweaty, perfunctory--but then it was the same as all the other actions and conversations the characters engaged in. Trying to be a new wave-ish interpretation, it falls flat--only one wave--a one-trick pony.  So much self examination and so little to examine--tedious and pretentious.",21366535.0,21366535.0,<br/>,comment,1486274351,1.0,0,0,Arts&Leisure,0.0,,21366535,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,4,,0,,Television,0,approved,1,0,1486333207,cmk,55031682.0,"Omaha, NE",,,News
1486333196,5893033d95d0e0392607e2d6,3082,It's great television. Not perfect however the episode when they watch the play in the apartment complex was excellent. There's not much I really like on HBO but I'm a fan of Girls,21366418.0,21366418.0,<br/>,comment,1486271811,1.0,0,0,Arts&Leisure,0.0,,21366418,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,3,,0,,Television,0,approved,1,0,1486333196,Catta,72403955.0,ottawa,,,News
1486333186,5893033d95d0e0392607e2d6,3082,"I love the show and, as a 50 year old woman, I wish Lena Dunham had been around when I was in my twenties.",21366403.0,21366403.0,<br/>,comment,1486271509,1.0,0,0,Arts&Leisure,0.0,,21366403,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,7,,0,,Television,0,approved,1,0,1486333186,Margot,26609234.0,<br/>,,,News
1486333181,5893033d95d0e0392607e2d6,3082,Two Words:  ADAM DRIVER.,21365867.0,21365867.0,n/a,comment,1486265390,1.0,0,0,Arts&Leisure,0.0,,21365867,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,3,,0,,Television,1,approved,1,0,1486333181,Michael C,47364048.0,Brooklyn,,,News
1486248814,5893033d95d0e0392607e2d6,3082,"My wife and are have started watching this series and we actually enjoy it, goofy as it is sometimes. But here's my biggest gripe about the series: if HBO was gonna give us a series that has a lot of nude bedroom scenes featuring a young Jewish woman, why did they have to give us Lena Dunham instead of Scarlett Johansson ? Thanks HBO !",21363069.0,21363069.0,<br/>,comment,1486246212,1.0,0,0,Arts&Leisure,0.0,,21363069,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,1,,2,,Television,1,approved,1,0,1486248814,Don Max,39939865.0,Houston,,,News
1486241285,5893033d95d0e0392607e2d6,3082,I like comedies about neurotic creatives.  And I like cringe comedy.   It is time for the show to end though.  ,21362530.0,21362530.0,<br/>,comment,1486241244,1.0,0,0,Arts&Leisure,0.0,,21362530,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/5808/9209/cropped-58089209.jpg,1,0,,0,,Television,0,approved,1,1,1486241285,K Henderson,58089209.0,NYC,,,News
1486239230,5893033d95d0e0392607e2d6,3082,"After writing and directing ""Tiny Furniture"" -  a funny, offbeat first film, which relied on good writing, cinematic craft (much of the story and comic emotion involved timing and imagery) - Dunham moved straight to HBO, I'm sure lured by the prospects of audience size (compared to her movie) and money.  Then came Dunham's book deal (I suppose along the way there was probably an actual book) for an advance, I believe, somewhere in the mid 7 figures. <br/><br/>I can't blame Dunham for branding herself -  achieving fame and financial success.   <br/><br/>Sadly, the TV show now lacks most of what was great about the film. Everyone in the show mostly says what they think (boring to watch for this particular viewer) and we we ""see"" is what we get i.e. the use of imagery has no metaphoric content besides the flabby skin (which works once, twice, but three times you're out).  <br/><br/>The show may be a step down from what was possible for the creator of the movie made years ago, and she certainly works hard - nothing easy about churning out episodic TV; but, artistic thinking is harder - and I would hope she can find a way to move on to fresh ideas.   From Girls (6 years for goodness sakes!??) - what logically comes next would be adolescence - maybe that would be a step forward. ",21362221.0,21362221.0,<br/>,comment,1486234400,1.0,0,0,Arts&Leisure,0.0,,21362221,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,2,,1,,Television,0,approved,1,0,1486239230,da,67272505.0,CT,,,News
1486239088,5893033d95d0e0392607e2d6,3082,"In our 20's there were many women dealing with all these ""messy"" issues and the real political world outside.  Trump's where he is because his narcissism and theirs operates on a similar plane: a lot about hair, sex, and success.",21358511.0,21358511.0,<br/>,comment,1486185751,1.0,0,0,Arts&Leisure,0.0,,21358511,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,3,,0,,Television,0,approved,1,0,1486239088,Paul R. Gurian,60259321.0,"Pacific Palisades, CA",,,News
1486239087,5893033d95d0e0392607e2d6,3082,"I think I watched a couple of episodes in season 1.  I was a Sex and the City fan.  Girls is not anywhere near as funnier or clever and extremely more annoying.   The girls are entitled and have no redeeming qualities in my opinion. Please DO NOT get me started on Lena Dunham who has got to be the most self-obsessed celebrity out there, for NO good reason. ",21358211.0,21358211.0,<br/>,comment,1486181825,1.0,0,0,Arts&Leisure,0.0,,21358211,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,10,,0,,Television,0,approved,1,0,1486239087,Melissa,50750860.0,"Modesto, CA",,,News
1486239086,5893033d95d0e0392607e2d6,3082,our example was  Mary Tyler Moore,21362337.0,21362337.0,<br/>,comment,1486236530,1.0,0,0,Arts&Leisure,0.0,,21362337,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/1466/8779/cropped-14668779.jpg?0.09222049203008137,1,7,,1,,Television,0,approved,1,0,1486239086,Kathy Millard,14668779.0,Toronto,,,News
1486239085,5893033d95d0e0392607e2d6,3082,"I am reminded of all the poor people who voted with Trump because in a misguided aspiration they identified with him. ""He is one of us"", they said. I find the fake sense of equality of opportunity suggested in the content and praising of this show an insult to the injury of those who seek to live in truth and to act from it in a meaningful pursuit. By promoting fakeness, this series helps to keep people ""comfortably numb"" in impotent slumber. And oh, A.O., what a role you have chosen to play in this world that's just a stage.",21358001.0,21358001.0,<br/>,comment,1486179150,1.0,0,0,Arts&Leisure,0.0,,21358001,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,4,,0,,Television,0,approved,1,0,1486239085,thatsoundedgood,74108023.0,"New York, NY",,,News
